img1,img2,roll1,pitch1,yaw1,focal1,focal2,dist1,dist2,roll2,pitch2,yaw2
images/0190_p225.0_t20.0_z1.0.jpg,images/0430_p345.0_t35.0_z1.0.jpg,0.0,20.0,225.0,1.0,1.0,0.0,0.0,0.0,35.0,345.0
images/0201_p280.0_t20.0_z1.0.jpg,images/0119_p230.0_t15.0_z1.0.jpg,0.0,20.0,280.0,1.0,1.0,0.0,0.0,0.0,15.0,230.0
images/0437_p20.0_t40.0_z1.0.jpg,images/0882_p85.0_t25.0_z2.0.jpg,0.0,40.0,20.0,1.0,2.0,0.0,0.0,0.0,25.0,85.0
images/1055_p230.0_t35.0_z2.0.jpg,images/0321_p160.0_t30.0_z1.0.jpg,0.0,35.0,230.0,2.0,1.0,0.0,0.0,0.0,30.0,160.0
images/1202_p245.0_t45.0_z2.0.jpg,images/0604_p135.0_t50.0_z1.0.jpg,0.0,45.0,245.0,2.0,1.0,0.0,0.0,0.0,50.0,135.0
images/0728_p35.0_t15.0_z2.0.jpg,images/1026_p85.0_t35.0_z2.0.jpg,0.0,15.0,35.0,2.0,2.0,0.0,0.0,0.0,35.0,85.0
images/0168_p115.0_t20.0_z1.0.jpg,images/0037_p180.0_t10.0_z1.0.jpg,0.0,20.0,115.0,1.0,1.0,0.0,0.0,0.0,10.0,180.0
images/0823_p150.0_t20.0_z2.0.jpg,images/1292_p335.0_t50.0_z2.0.jpg,0.0,20.0,150.0,2.0,2.0,0.0,0.0,0.0,50.0,335.0
images/0888_p115.0_t25.0_z2.0.jpg,images/0571_p330.0_t45.0_z1.0.jpg,0.0,25.0,115.0,2.0,1.0,0.0,0.0,0.0,45.0,330.0
images/0942_p25.0_t30.0_z2.0.jpg,images/0496_p315.0_t40.0_z1.0.jpg,0.0,30.0,25.0,2.0,1.0,0.0,0.0,0.0,40.0,315.0
images/0247_p150.0_t25.0_z1.0.jpg,images/0564_p295.0_t45.0_z1.0.jpg,0.0,25.0,150.0,1.0,1.0,0.0,0.0,0.0,45.0,295.0
images/0275_p290.0_t25.0_z1.0.jpg,images/0730_p45.0_t15.0_z2.0.jpg,0.0,25.0,290.0,1.0,2.0,0.0,0.0,0.0,15.0,45.0
images/0802_p45.0_t20.0_z2.0.jpg,images/1103_p110.0_t40.0_z2.0.jpg,0.0,20.0,45.0,2.0,2.0,0.0,0.0,0.0,40.0,110.0
images/0430_p345.0_t35.0_z1.0.jpg,images/0879_p70.0_t25.0_z2.0.jpg,0.0,35.0,345.0,1.0,2.0,0.0,0.0,0.0,25.0,70.0
images/0855_p310.0_t20.0_z2.0.jpg,images/1205_p260.0_t45.0_z2.0.jpg,0.0,20.0,310.0,2.0,2.0,0.0,0.0,0.0,45.0,260.0
images/0590_p65.0_t50.0_z1.0.jpg,images/1187_p170.0_t45.0_z2.0.jpg,0.0,50.0,65.0,1.0,2.0,0.0,0.0,0.0,45.0,170.0
images/0103_p150.0_t15.0_z1.0.jpg,images/0585_p40.0_t50.0_z1.0.jpg,0.0,15.0,150.0,1.0,1.0,0.0,0.0,0.0,50.0,40.0
images/0346_p285.0_t30.0_z1.0.jpg,images/0198_p265.0_t20.0_z1.0.jpg,0.0,30.0,285.0,1.0,1.0,0.0,0.0,0.0,20.0,265.0
images/0944_p35.0_t30.0_z2.0.jpg,images/0004_p15.0_t10.0_z1.0.jpg,0.0,30.0,35.0,2.0,1.0,0.0,0.0,0.0,10.0,15.0
images/0520_p75.0_t45.0_z1.0.jpg,images/1278_p265.0_t50.0_z2.0.jpg,0.0,45.0,75.0,1.0,2.0,0.0,0.0,0.0,50.0,265.0
images/1238_p65.0_t50.0_z2.0.jpg,images/1211_p290.0_t45.0_z2.0.jpg,0.0,50.0,65.0,2.0,2.0,0.0,0.0,0.0,45.0,290.0
images/0250_p165.0_t25.0_z1.0.jpg,images/0554_p245.0_t45.0_z1.0.jpg,0.0,25.0,165.0,1.0,1.0,0.0,0.0,0.0,45.0,245.0
images/0710_p305.0_t10.0_z2.0.jpg,images/0676_p135.0_t10.0_z2.0.jpg,0.0,10.0,305.0,2.0,2.0,0.0,0.0,0.0,10.0,135.0
images/0772_p255.0_t15.0_z2.0.jpg,images/0931_p330.0_t25.0_z2.0.jpg,0.0,15.0,255.0,2.0,2.0,0.0,0.0,0.0,25.0,330.0
images/0822_p145.0_t20.0_z2.0.jpg,images/1120_p195.0_t40.0_z2.0.jpg,0.0,20.0,145.0,2.0,2.0,0.0,0.0,0.0,40.0,195.0
images/0013_p60.0_t10.0_z1.0.jpg,images/0243_p130.0_t25.0_z1.0.jpg,0.0,10.0,60.0,1.0,1.0,0.0,0.0,0.0,25.0,130.0
images/0897_p160.0_t25.0_z2.0.jpg,images/0542_p185.0_t45.0_z1.0.jpg,0.0,25.0,160.0,2.0,1.0,0.0,0.0,0.0,45.0,185.0
images/0954_p85.0_t30.0_z2.0.jpg,images/0436_p15.0_t40.0_z1.0.jpg,0.0,30.0,85.0,2.0,1.0,0.0,0.0,0.0,40.0,15.0
images/1017_p40.0_t35.0_z2.0.jpg,images/0642_p325.0_t50.0_z1.0.jpg,0.0,35.0,40.0,2.0,1.0,0.0,0.0,0.0,50.0,325.0
images/0264_p235.0_t25.0_z1.0.jpg,images/1003_p330.0_t30.0_z2.0.jpg,0.0,25.0,235.0,1.0,2.0,0.0,0.0,0.0,30.0,330.0
images/0422_p305.0_t35.0_z1.0.jpg,images/0712_p315.0_t10.0_z2.0.jpg,0.0,35.0,305.0,1.0,2.0,0.0,0.0,0.0,10.0,315.0
images/0952_p75.0_t30.0_z2.0.jpg,images/0449_p80.0_t40.0_z1.0.jpg,0.0,30.0,75.0,2.0,1.0,0.0,0.0,0.0,40.0,80.0
images/0391_p150.0_t35.0_z1.0.jpg,images/0257_p200.0_t25.0_z1.0.jpg,0.0,35.0,150.0,1.0,1.0,0.0,0.0,0.0,25.0,200.0
images/0155_p50.0_t20.0_z1.0.jpg,images/0230_p65.0_t25.0_z1.0.jpg,0.0,20.0,50.0,1.0,1.0,0.0,0.0,0.0,25.0,65.0
images/0740_p95.0_t15.0_z2.0.jpg,images/0983_p230.0_t30.0_z2.0.jpg,0.0,15.0,95.0,2.0,2.0,0.0,0.0,0.0,30.0,230.0
images/0977_p200.0_t30.0_z2.0.jpg,images/1135_p270.0_t40.0_z2.0.jpg,0.0,30.0,200.0,2.0,2.0,0.0,0.0,0.0,40.0,270.0
images/0692_p215.0_t10.0_z2.0.jpg,images/0123_p250.0_t15.0_z1.0.jpg,0.0,10.0,215.0,2.0,1.0,0.0,0.0,0.0,15.0,250.0
images/0009_p40.0_t10.0_z1.0.jpg,images/0010_p45.0_t10.0_z1.0.jpg,0.0,10.0,40.0,1.0,1.0,0.0,0.0,0.0,10.0,45.0
images/0829_p180.0_t20.0_z2.0.jpg,images/1193_p200.0_t45.0_z2.0.jpg,0.0,20.0,180.0,2.0,2.0,0.0,0.0,0.0,45.0,200.0
images/0570_p325.0_t45.0_z1.0.jpg,images/0911_p230.0_t25.0_z2.0.jpg,0.0,45.0,325.0,1.0,2.0,0.0,0.0,0.0,25.0,230.0
images/0602_p125.0_t50.0_z1.0.jpg,images/1219_p330.0_t45.0_z2.0.jpg,0.0,50.0,125.0,1.0,2.0,0.0,0.0,0.0,45.0,330.0
images/0986_p245.0_t30.0_z2.0.jpg,images/0921_p280.0_t25.0_z2.0.jpg,0.0,30.0,245.0,2.0,2.0,0.0,0.0,0.0,25.0,280.0
images/0850_p285.0_t20.0_z2.0.jpg,images/1050_p205.0_t35.0_z2.0.jpg,0.0,20.0,285.0,2.0,2.0,0.0,0.0,0.0,35.0,205.0
images/0133_p300.0_t15.0_z1.0.jpg,images/0759_p190.0_t15.0_z2.0.jpg,0.0,15.0,300.0,1.0,2.0,0.0,0.0,0.0,15.0,190.0
images/0252_p175.0_t25.0_z1.0.jpg,images/0841_p240.0_t20.0_z2.0.jpg,0.0,25.0,175.0,1.0,2.0,0.0,0.0,0.0,20.0,240.0
images/1045_p180.0_t35.0_z2.0.jpg,images/0431_p350.0_t35.0_z1.0.jpg,0.0,35.0,180.0,2.0,1.0,0.0,0.0,0.0,35.0,350.0
images/0884_p95.0_t25.0_z2.0.jpg,images/0687_p190.0_t10.0_z2.0.jpg,0.0,25.0,95.0,2.0,2.0,0.0,0.0,0.0,10.0,190.0
images/1043_p170.0_t35.0_z2.0.jpg,images/0475_p210.0_t40.0_z1.0.jpg,0.0,35.0,170.0,2.0,1.0,0.0,0.0,0.0,40.0,210.0
